,index,food_start,food_end,food_text,chemical_start,chemical_end,chemical_text,chemical_id,sentence,supported_by,contains_relation,name,ncbi_taxonomy_id,itis_id,wikipedia_id,food_group,food_subgroup,foodb_public_id
202,3483,250,255,flour,229,234,sugar,,"This is linked to changes in dietary pattern towards high calorie foods such as sugar, refined grain flour, and sweetened beverages.",butter|foodb_non_scientific,0,flour,,,Flour,Cereals and cereal products,Cereal products,FOOD00799
203,3783,101,106,flour,123,128,sugar,,"The main ingredients are flour, water, fat and sugar for puff pastry, and the same plus yeast for fermented pastry.",butter|foodb_non_scientific,0,flour,,,Flour,Cereals and cereal products,Cereal products,FOOD00799
204,4788,50,55,flour,10,14,iron,,Elemental iron powders are widely used to fortify flour and other cereal products.,butter|foodb_non_scientific,0,flour,,,Flour,Cereals and cereal products,Cereal products,FOOD00799
205,5671,6,11,flour,59,68,vitamin A,,Wheat flour is increasingly being fortified worldwide with vitamin A and iron.,butter|foodb_non_scientific,0,flour,,,Flour,Cereals and cereal products,Cereal products,FOOD00799
206,3577,38,45,saffron,0,6,Crocin,,"Crocin, a water-soluble carotenoid in saffron, is a highly bioactive compound with limited use due to instability to pH variations, heat and oxidative stress, rapid absorption and low bioavailability.",butter|foodb_non_scientific,1,saffron,82528.0,501794.0,Saffron,Herbs and Spices,Spices,FOOD00063
207,6036,103,110,saffron,61,68,crocins,,"Crocetin (CRT) and dimethylcrocetin (DMCRT) are derived from crocins which are found in the stigmas of saffron (Crocus sativus L.), while safranal is the main component of saffron's essential oil.",butter|foodb_non_scientific,1,saffron,82528.0,501794.0,Saffron,Herbs and Spices,Spices,FOOD00063
208,3578,600,607,lentils,521,530,Catechins,,Catechins and procyanidins represent almost 70% of total phenolic compounds in lentils and cranberry beans (seed coat).,butter|foodb_non_scientific,1,lentils,3864.0,503364.0,Lentils,Pulses,Lentils,FOOD00098
209,3630,283,289,garlic,228,250,Allyl methyl disulfide,,"Allyl methyl disulfide (AMDS), a hydrophobic flavor in garlic that is easily lost from foods during processing, storage, and preparation, was used as a model aroma compound.",butter|foodb_non_scientific,1,garlic,4682.0,42652.0,Garlic,Herbs and Spices,Herbs,FOOD00008
210,3724,22,28,garlic,0,10,Levamisole,,Levamisole (LEVA) and garlic are prevalent immunomodulators in humans and animals.,butter|foodb_non_scientific,0,garlic,4682.0,42652.0,Garlic,Herbs and Spices,Herbs,FOOD00008
211,827,48,54,garlic,23,38,S-allylcysteine,CIDs00098280;CIDs09793905,"It has been found that S-allylcysteine (SAC), a garlic-derived compound, has in vivo and in vitro antioxidant properties.",butter|foodb_non_scientific,1,garlic,4682.0,42652.0,Garlic,Herbs and Spices,Herbs,FOOD00008
212,3666,0,10,watermelon,101,111,citrulline,,Watermelon (Citrullus vulgaris Schrad.) is a natural and rich source of the non-essential amino acid citrulline.,butter|foodb_non_scientific,1,watermelon,3654.0,22356.0,Watermelon,Gourds,Gourds,FOOD00052
213,3692,40,50,red clover,0,10,Polyphenol,,"Polyphenol oxidase (PPO) in conditioned red clover (ensiled or cut and crushed) reduces both proteolysis and lipolysis in the herbage, which has led to increases in N use efficiency and polyunsaturated fatty acid (PUFA) content of milk when offered to dairy cows.",butter|foodb_non_scientific,1,red clover,,,,Herbs and Spices,Herbs,FOOD00930
214,6677,219,229,red clover,312,328,4-methylcatechol,,Lipids emulsified by a polyphenol oxidase (PPO) rich protein extract of red clover were shown before to be protected against this breakdown after cross-linking with 4-methylcatechol.,butter|foodb_non_scientific,0,red clover,,,,Herbs and Spices,Herbs,FOOD00930
215,3861,125,134,chocolate,147,157,flavonoids,,Cocoa and particularly dark chocolate are rich in flavonoids and recent studies have demonstrated blood pressure lowering effects of dark chocolate.,butter|foodb_non_scientific,1,chocolate,,,Types_of_chocolate,Cocoa and cocoa products,Cocoa products,FOOD00687
216,4615,10,19,chocolate,93,103,flavonoids,,Cocoa and chocolate have recently been found to be rich plant-derived sources of antioxidant flavonoids with beneficial cardiovascular properties.,butter|foodb_non_scientific,1,chocolate,,,Types_of_chocolate,Cocoa and cocoa products,Cocoa products,FOOD00687
217,8013,127,136,chocolate,0,10,Flavonoids,,"Flavonoids, a subclass of polyphenols, are major constituents of many plant-based foods and beverages, including tea, wine and chocolate.",butter|foodb_non_scientific,1,chocolate,,,Types_of_chocolate,Cocoa and cocoa products,Cocoa products,FOOD00687
218,462,10,19,chocolate,32,39,cadmium,CIDs00002514,Cocoa and chocolate can contain cadmium (Cd) and lead (Pb) from natural and anthropogenic sources.,butter|foodb_non_scientific,1,chocolate,,,Types_of_chocolate,Cocoa and cocoa products,Cocoa products,FOOD00687
219,3907,191,199,broccoli,349,360,cholesterol,,"We hypothesized that supplementation with dietary antioxidants, such as found in broccoli and its fermented products, might suppress increases in serum lipid peroxidation, contributing to the inhibition of osteoclastic activity after high-cholesterol diet intake.",butter|foodb_non_scientific,0,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
220,4610,903,911,broccoli,977,988,glutathione,,Promising are the preliminary results of human intervention studies demonstrating that the regular intake of broccoli for a relatively short period of time could significantly affect glutathione-S-transferase (GST) activity and cell protection against DNA damage.,butter|foodb_non_scientific,0,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
221,4017,0,9,black tea,21,29,phenolic antioxidants,,Black tea is rich in phenolic antioxidants and has various health benefits.,butter|foodb_non_scientific,1,black tea,,,,Teas,Teas,FOOD00907
222,6367,319,328,black tea,296,307,theaflavins,,"Several studies have found effective anti-cancer activities of theaflavins, the major black tea polyphenols.",butter|foodb_non_scientific,1,black tea,,,,Teas,Teas,FOOD00907
223,7695,242,251,black tea,267,277,polyphenol antioxidants,,However black tea is a source of polyphenol antioxidants that may enhance cellular antioxidant abilities.,butter|foodb_non_scientific,1,black tea,,,,Teas,Teas,FOOD00907
224,895,54,63,black tea,13,24,theaflavins,,Isolation of theaflavins and epitheaflavic acids from black tea using high-speed countercurrent chromatography (HSCCC) on a preparative scale is demonstrated.,butter|foodb_non_scientific,1,black tea,,,,Teas,Teas,FOOD00907
225,4203,36,46,sesame oil,0,7,Sesamol,,"Sesamol, an antioxidant lignan from sesame oil, possesses neuroprotective bioactivities.",butter|foodb_non_scientific,1,sesame oil,,,,Herbs and Spices,Oilseed crops,FOOD00947
226,6979,279,289,sesame oil,159,182,unsaturated fatty acids,,"Sesame is one of the earliest oilseed plants, high oil percentage and high content of unsaturated fatty acids, especially oleic acid and linoleic acid, have led to an increase in the nutritional quality of sesame oil.",butter|foodb_non_scientific,1,sesame oil,,,,Herbs and Spices,Oilseed crops,FOOD00947
227,4259,0,11,pomegranate,54,67,polyphenolics,,"Pomegranate fruit is an excellent source of bioactive polyphenolics, known to contribute significantly to human health.",butter|foodb_non_scientific,1,pomegranate,22663.0,27278.0,Pomegranate,Fruits,Tropical fruits,FOOD00151
228,4353,84,91,parsley,0,14,Polyacetylenes,,Polyacetylenes of the falcarinol type are present in vegetables such as carrots and parsley.,butter|foodb_non_scientific,1,parsley,4043.0,29817.0,Parsley,Herbs and Spices,Herbs,FOOD00131
229,4371,205,217,cocoa powder,162,171,flavanols,,An acute dose of flavanols and oligomeric procyanidins from cocoa powder inhibits platelet activation and function over 6 h in humans.,butter|foodb_non_scientific,1,cocoa powder,,,Cocoa_solids,Cocoa and cocoa products,Cocoa products,FOOD00685
230,63,99,111,cocoa powder,160,175,methylxanthines,,"Tarajuilie tea from India, cocoa powder, and cocoa nibs contained the highest levels of methylxanthines.",butter|foodb_non_scientific,1,cocoa powder,,,Cocoa_solids,Cocoa and cocoa products,Cocoa products,FOOD00685
231,4378,618,626,rosemary,545,547,Cu,,"All herbal infusions were found to release Cu complexing ligands, at concentrations ranging from 8.8 to 112.5 μM in rosemary and marjoram, respectively.",butter|foodb_non_scientific,0,rosemary,39367.0,32677.0,Rosemary,Herbs and Spices,Herbs,FOOD00159
232,4451,408,418,sour cream,375,379,NaCl,,"NaCl, barbecue (BBQ), ranch, and sour cream & onion (SC&O) seasoning showed greatest adhesion with water, cheese powder with an emulsion of 12.5% to 25% oil, and cocoa powder with oil.",butter|foodb_non_scientific,0,sour cream,,,,Milk and milk products,Other milk products,FOOD00953
233,4575,10,14,crab,84,96,tetrodotoxin,,The shore crab Hemigrapsus sanguineus hemolymph contains soluble proteins that bind tetrodotoxin (TTX) and are responsible for high resistance of the crab to TTX.,butter|foodb_non_scientific,0,crab,6752.0,98276.0,Crab,Aquatic foods,Crustaceans,FOOD00573
234,4650,0,7,vanilla,75,88,glucovanillin,,"Vanilla beans were analyzed using biochemical methods, which revealed that glucovanillin disperses from the inner part to the outer part of the vanilla bean during the curing process and is simultaneously hydrolyzed by β-d-glucosidase.",butter|foodb_non_scientific,0,vanilla,51238.0,43714.0,Vanilla,Herbs and Spices,Spices,FOOD00195
235,10576,573,580,vanilla,591,604,3-ethylphenol,,"Vanillin (vanilla-like) and 3-ethylphenol (smoky, phenolic) showing somewhat lower FD factors (FD = 128) were detected for the first time as constituents of the dried fruit.",foodb_scientific,0,vanilla,51238.0,43714.0,Vanilla,Herbs and Spices,Spices,FOOD00195
236,10796,162,169,vanilla,148,156,Vanillin,,"Vanillin, the vanilla flavoring agent, has been shown to suppress metastasis in a mouse model.",foodb_scientific,1,vanilla,51238.0,43714.0,Vanilla,Herbs and Spices,Spices,FOOD00195
237,4685,175,179,whey,299,310,amino acids,,"In this revolution, whey is increasingly being viewed as more than a source of proteins with a particularly nutritious composition of essential amino acids.",butter|foodb_non_scientific,1,whey,,,Whey,Milk and milk products,Other milk products,FOOD00658
238,5731,37,41,whey,68,73,sugar,,Process-stable complexes composed of whey protein isolate (WPI) and sugar beet pectin have great potential as structuring agents or fat replacers in foods.,butter|foodb_non_scientific,0,whey,,,Whey,Milk and milk products,Other milk products,FOOD00658
239,5684,10,20,strawberry,66,93,polyunsaturated fatty acids,,"Rapeseed, strawberry and raspberry seed oils are a rich source of polyunsaturated fatty acids and antioxidants such as tocols, bioflavonoids and phytosterols.",butter|foodb_non_scientific,1,strawberry,3747.0,24630.0,Strawberry,Fruits,Berries,FOOD00083
240,5747,2,14,cocoa butter,102,112,fatty acid,,"A cocoa butter equivalent (CBE) was synthesized enzymatically from readily available edible fats with fatty acid and triacylglycerol compositions that closely resemble the fat present in chocolate, cocoa butter.",butter|foodb_non_scientific,0,cocoa butter,,,Cocoa_butter,Cocoa and cocoa products,Cocoa products,FOOD00684
241,5792,33,44,fruit juice,114,119,sugar,,"Despite a common perception that fruit juice is healthy, fruit juice contains high amounts of naturally occurring sugar without the fibre content of the whole fruit.",butter|foodb_non_scientific,1,fruit juice,,,Juice,Beverages,Other beverages,FOOD00763
242,7214,663,674,fruit juice,607,619,betaxanthins,,"A total of 9 betalains including 6 betaxanthins and 3 betacyanin were also detected in the fruit juice samples and indicaxanthin, betanin and isobetanin were the major pigments.",butter|foodb_non_scientific,1,fruit juice,,,Juice,Beverages,Other beverages,FOOD00763
243,5847,396,407,coconut oil,386,388,OO,,"SMOFlipid also contains OO (25%), coconut oil (30%), and soybean oil (30%).",butter|foodb_non_scientific,0,coconut oil,,,,Herbs and Spices,Oilseed crops,FOOD00941
244,5991,103,122,rabbiteye blueberry,55,66,vaccihein A,,"A new ortho-benzoyloxyphenyl acetic acid ester, called vaccihein A (1), was isolated from the fruit of rabbiteye blueberry (Vaccinium ashei).",butter|foodb_non_scientific,1,rabbiteye blueberry,,505636.0,Vaccinium_virgatum,Fruits,Berries,FOOD00898
245,6047,71,75,eggs,0,6,Lutein,,"Lutein, a fat-soluble carotenoid present in green leafy vegetables and eggs, has strong antioxidant properties and could therefore be important for respiratory health.",butter|foodb_non_scientific,1,eggs,,,Eggs,Eggs,Eggs,FOOD00619
246,6587,137,141,eggs,156,162,folate,,"We recently developed novel eggs enriched with folate through folic acid supplementation of the hen's feed, but their potential to influence consumer folate status is unknown because the natural folate forms incorporated into the eggs may not necessarily be retained during storage and cooking.",butter|foodb_non_scientific,0,eggs,,,Eggs,Eggs,Eggs,FOOD00619
247,6101,0,6,quinoa,196,206,amino acid,,Quinoa (Chenopodium quinoa Willd.) is an andean grain with exceptional nutritional properties that has been progressively introduced in western countries as a protein-rich super food with a broad amino acid spectrum.,butter|foodb_non_scientific,1,quinoa,63459.0,506567.0,Quinoa,Herbs and Spices,Other seeds,FOOD00441
248,6182,546,554,molasses,651,654,IDA,,"This article reviews molasses, a sugar industry by-product, as a potential raw material to develop nutraceutical products for IDA.",butter|foodb_non_scientific,0,molasses,,,Molasses,Baking goods,Baking goods,FOOD00786
249,6896,40,48,molasses,109,114,sugar,,"Activated carbon has been prepared from molasses, a natural precursor of vegetable origin resulting from the sugar industry in Morocco.",butter|foodb_non_scientific,0,molasses,,,Molasses,Baking goods,Baking goods,FOOD00786
250,6259,1338,1345,vinegar,1323,1332,sour-acid,,"No significant differences existed in sensory attributes, including creaminess, bitterness, saltiness, sour-acid, and vinegar taste among experimental Akawi cheeses at the same storage period.",butter|foodb_non_scientific,0,vinegar,,,Vinegar,Baking goods,Seasonings,FOOD00628
251,6268,0,17,tartary buckwheat,90,103,carbohydrates,,"Tartary buckwheat (Fagopyrum tataricum) contains a range of nutrients including bioactive carbohydrates and proteins, polyphenols, phytosterols, vitamins, carotenoids, and minerals.",butter|foodb_non_scientific,1,tartary buckwheat,62330.0,21283.0,Fagopyrum tataricum,Cereals and cereal products,Cereals,FOOD00080
252,6275,19,28,soy cream,87,94,lactose,,"Desserts made with soy cream, which are oil-in-water emulsions, are widely consumed by lactose-intolerant individuals in Brazil.",butter|foodb_non_scientific,0,soy cream,,,,Soy,Soy products,FOOD00784
253,6318,105,109,mate,85,94,vitamin E,,This research communication addresses the hypothesis that the association of dietary vitamin E and Yerba Mate could help to prevent or decrease oxidation of milk enriched in unsaturated fatty acids (UFA).,butter|foodb_non_scientific,0,mate,,,,Herbs and Spices,Herbs,FOOD00916
254,6324,131,137,ginger,0,18,Tetrahydrocurcumin,,"Tetrahydrocurcumin (THC, 1) and zingerone (2) are biologically active molecules originating from the important spices turmeric and ginger, respectively.",butter|foodb_non_scientific,1,ginger,94328.0,42402.0,Ginger,Herbs and Spices,Spices,FOOD00206
255,257,277,283,ginger,227,236,6-Shogaol,CIDs05281794,"6-Shogaol (6-SHO), a potent bioactive compound in ginger (Zingiber officinale Roscoe), has been shown to possess anti-inflammatory and anticancer activity.",butter|foodb_non_scientific,1,ginger,94328.0,42402.0,Ginger,Herbs and Spices,Spices,FOOD00206
256,6340,604,613,deerberry,285,296,Resveratrol,,"Resveratrol was found in Vaccinium angustifolium (lowbush blueberry), Vaccinium arboretum (sparkleberry), Vaccinium ashei (rabbiteye blueberry), Vaccinium corymbosum (highbush blueberry), Vaccinium elliottii (Elliott's blueberry), Vaccinium macrocarpon (cranberry), Vaccinium myrtillus (bilberry), Vaccinium stamineum (deerberry), Vaccinium vitis-ideae var.",butter|foodb_non_scientific,1,deerberry,176259.0,23615.0,Vaccinium stamineum,Fruits,Berries,FOOD00218
257,6382,0,12,sweet orange,61,71,flavonoids,,"Sweet orange (Citrus sinensis L.) peel is a rich resource of flavonoids, especially polymethoxyflavones (PMFs).",butter|foodb_non_scientific,1,sweet orange,2711.0,28889.0,Sweet_orange,Fruits,Citrus,FOOD00057
258,6394,157,164,cabbage,37,44,ethanol,,"In this study, we discovered that an ethanol (EtOH) extract of Solanum nigrum inhibited spore germination of Alternaria brassicicola, the causative agent of cabbage black leaf spot disease.",butter|foodb_non_scientific,0,cabbage,3716.0,526962.0,Cabbage,Vegetables,Cabbages,FOOD00851
259,6928,53,60,cabbage,37,49,sphingolipid,,"Previously, we found an unidentified sphingolipid in cabbage, and determined it as phytoceramide 1-phosphate (PC1P).",butter|foodb_non_scientific,1,cabbage,3716.0,526962.0,Cabbage,Vegetables,Cabbages,FOOD00851
260,6717,45,55,cottonseed,0,26,Cyclopropenoid fatty acids,,"Cyclopropenoid fatty acids (CPFAs), found in cottonseed, have been shown to have detrimental health effects to susceptible livestock.",butter|foodb_non_scientific,1,cottonseed,3633.0,21709.0,Cottonseed,Herbs and Spices,Oilseed crops,FOOD00341
261,6731,722,727,cream,680,692,Deltamethrin,,"Deltamethrin, discovered in 1974, was the cream of the crop and remains 36 years later as one of the most important synthetic pyrethroid insecticides.",butter|foodb_non_scientific,0,cream,,,Cream,Milk and milk products,Other milk products,FOOD00650
262,6818,55,58,oat,101,112,cholesterol,,We have earlier demonstrated that muesli enriched with oat beta-glucan effectively lowered serum LDL cholesterol.,butter|foodb_non_scientific,0,oat,4498.0,41459.0,Oat,Cereals and cereal products,Cereals,FOOD00022
263,6902,60,64,pear,0,22,Stemphylium vesicarium,,"Stemphylium vesicarium is the causal agent of brown spot of pear, an important disease reported in pear-growing areas of Europe.",butter|foodb_non_scientific,0,pear,23211.0,25295.0,Pear,Fruits,Pomes,FOOD00152
264,7121,0,8,chestnut,26,39,carbohydrates,,"Chestnut fruit abounds in carbohydrates, proteins, unsaturated fatty acids, fiber, polyphenolic compounds, as well as vitamins and micronutrients, that are behind the health-promoting properties of this plant.",butter|foodb_non_scientific,1,chestnut,21019.0,19451.0,Chestnut,Nuts,Nuts,FOOD00045
265,7152,55,66,avocado oil,132,159,monounsaturated fatty acids,,"Four out of eight 'healthier' oils-namely, almond oil, avocado oil, hazelnut oil and macadamia",butter|foodb_non_scientific,1,avocado oil,,,,Herbs and Spices,Oilseed crops,FOOD00945
266,7186,0,11,lingonberry,86,98,anthocyanins,,"Lingonberry grown in northern Manitoba, Canada, contains exceptionally high levels of anthocyanins and other polyphenols.",butter|foodb_non_scientific,1,lingonberry,180772.0,505637.0,Vaccinium vitis-idaea,Fruits,Berries,FOOD00194
267,7482,0,13,red raspberry,54,65,polyphenols,,Red raspberry (Rubus idaeus L.) contains a variety of polyphenols including anthocyanins and ellagitannins.,butter|foodb_non_scientific,1,red raspberry,32247.0,24947.0,Red_raspberry,Fruits,Berries,FOOD00162
268,7951,963,969,citrus,935,943,naringin,,"In addition, we reported that naringin, a bioflavonoid in citrus fruits, could exert beneficial effects, such as antiautophagic stress and antineuroinflammation, in the KA mouse model of epilepsy, even though it was unclear whether naringin might also attenuate the seizure-induced morphological changes of GCD in the DG.",butter|foodb_non_scientific,1,citrus,,28882.0,Citrus,Fruits,Citrus,FOOD00859
269,7963,34,43,swordfish,18,25,mercury,,Concentrations of mercury (Hg) in swordfish (Xiphias gladius) present a food safety problem for many countries.,butter|foodb_non_scientific,0,swordfish,8245.0,172482.0,Swordfish,Aquatic foods,Fishes,FOOD00487
270,7992,149,160,horseradish,125,136,Cholesterol,,"Cholesterol oxidase and horseradish peroxidase, together with potassium ferrocyanide as a mediator, are incorporated into a graphite-70% Teflon matrix.",butter|foodb_non_scientific,0,horseradish,3704.0,23044.0,Horseradish,Herbs and Spices,Spices,FOOD00018
271,8384,222,237,capsicum annuum,166,173,CaThi thionin-like action mechanism,,"Here we describe some aspects of the CaThi thionin-like action mechanism, previously isolated from Capsicum annuum fruits.",foodb_scientific,1,capsicum annuum,4072.0,30492.0,Capsicum_annuum,Vegetables,Fruit vegetables,FOOD00040
272,10163,153,168,capsicum annuum,0,8,Phenolic compounds,,"Phenolic compounds isolated from pepper (Capsicum annum) have been demonstrated to have neuroprotective effects, whereas the physiological properties of Capsicum annuum var.",foodb_scientific,1,capsicum annuum,4072.0,30492.0,Capsicum_annuum,Vegetables,Fruit vegetables,FOOD00040
273,10782,502,517,capsicum annuum,463,469,Folate,,"Folate in red and green sweet peppers (Capsicum annuum) differed notably (70.2 and 20.7 microg/100 g, respectively) and exceeded existing values determined by microbiological assay (18 and 11 microg/100 g, respectively).",foodb_scientific,1,capsicum annuum,4072.0,30492.0,Capsicum_annuum,Vegetables,Fruit vegetables,FOOD00040
274,8562,299,314,thymus vulgaris,405,421,methyl linoleate,CIDs05284421;CIDs54026370,"Antioxidant activity of these compounds along with 4 flavonoids isolated from thyme (Thymus vulgaris L.) was evaluated by the oil stability index method using a model substrate oil including methyl linoleate in silicone oil at 90 degrees C. Carnosol, rosmanol, epirosmanol, isorosmanol, galdosol, and carnosic acid exhibited remarkably strong activity, which was comparable to that of alpha-tocopherol.",foodb_scientific,0,thymus vulgaris,49992.0,505501.0,Thymus vulgaris,Herbs and Spices,Herbs,FOOD00183
275,8649,86,104,foeniculum vulgare,4,24,diglucoside stilbene trimers,,Two diglucoside stilbene trimers and a benzoisofuranone derivative were isolated from Foeniculum vulgare fruit together with nine known compounds.,foodb_scientific,1,foeniculum vulgare,48038.0,29509.0,Fennel,Herbs and Spices,Herbs,FOOD00082
276,10896,145,163,foeniculum vulgare,137,139,CO,,Cassia obtusifolia L. (CO) and Foeniculum vulgare M. (FV) are commonly used as medicinal foods in many countries.,foodb_scientific,0,foeniculum vulgare,48038.0,29509.0,Fennel,Herbs and Spices,Herbs,FOOD00082
277,8741,134,152,myristica fragrans,10,38,dihydrobenzofuran neolignans,,"Three new dihydrobenzofuran neolignans, myticaganal A-C (1-3), along with five known compounds (4-8), were isolated from the seeds of Myristica fragrans.",foodb_scientific,1,myristica fragrans,51089.0,18125.0,Nutmeg,Herbs and Spices,Spices,FOOD00118
278,10822,89,107,myristica fragrans,0,19,Dehydrodiisoeugenol,,"Dehydrodiisoeugenol (DDIE), a major active lignan from the seed and aril of the fruit of Myristica fragrans Houtt., functions as a potential anti-inflammatory agent by inhibiting lipopolysaccharide-stimulated nuclear factor kappa B activation and cyclooxygenase-2 expression in macrophages.",foodb_scientific,1,myristica fragrans,51089.0,18125.0,Nutmeg,Herbs and Spices,Spices,FOOD00118
279,8854,148,166,phaseolus vulgaris,37,38,A 7.3-kDa antifungal peptide with an N-terminal sequence,,A 7.3-kDa antifungal peptide with an N-terminal sequence exhibiting remarkable homology to defensins from other leguminous plants was isolated from Phaseolus vulgaris cv. ',foodb_scientific,1,phaseolus vulgaris,3885.0,26857.0,Phaseolus_vulgaris,Pulses,Beans,FOOD00134
280,9493,476,494,phaseolus vulgaris,266,272,biotin,,"The avidin-biotin-peroxidase technique was used to localize the binding of the following biotinylated lectins: Concanavalin A (Con A), Dolicho biflorus agglutinin (DBA), soybean agglutinin (SBA), peanut agglutinin (PNA), Phaseolus vulgaris agglutinin (PHA), Ricinus communis agglutinin (RCA), wheat germ agglutinin (WGA), and Ulex europaeus agglutinin (UEA).",foodb_scientific,0,phaseolus vulgaris,3885.0,26857.0,Phaseolus_vulgaris,Pulses,Beans,FOOD00134
281,10532,302,320,phaseolus vulgaris,157,175,N-methylisoleucine,,"N-methylisoleucine, previously reported as a component of naturally occurring peptides, has been isolated as a free amino acid from the seeds of Phaseolus vulgaris (pinto bean), together with S-methylcysteine, pipecolic acid and a dipeptide, gamma-glutamyl-leucine.",foodb_scientific,1,phaseolus vulgaris,3885.0,26857.0,Phaseolus_vulgaris,Pulses,Beans,FOOD00134
282,11354,13,31,phaseolus vulgaris,57,67,flavonoids,,Black beans (Phaseolus vulgaris L.) are a rich source of flavonoids and saponins with proven health benefits.,foodb_scientific,1,phaseolus vulgaris,3885.0,26857.0,Phaseolus_vulgaris,Pulses,Beans,FOOD00134
283,8875,274,287,curcuma longa,247,259,curcuminoids,,"However, whether two other curcuminoids isolated from Curcuma longa, demethoxycurcumin (DMC) and bisdemethoxycurcumin (BDMC), also demonstrate antimigratory activity in VSMCs similar to that of curcumin remain uncharacterized.",foodb_scientific,1,curcuma longa,136217.0,42394.0,Turmeric,Herbs and Spices,Spices,FOOD00068
284,9719,375,388,curcuma longa,425,433,curcumin,,"On the other hand, curcumin is a polyphenol extracted from the rhizome of Curcuma longa L. Previous studies have shown that curcumin protects against the cisplatin-induced AKI; however, it is unknown whether curcumin can reduce alterations in mitochondrial bioenergetics and dynamic in this model.",foodb_scientific,1,curcuma longa,136217.0,42394.0,Turmeric,Herbs and Spices,Spices,FOOD00068
285,9797,72,85,curcuma longa,0,8,Curcumin,,Curcumin (Diferuloylmethane) is a major chemical component of turmeric (curcuma longa) and is used as a spice to give a specific flavor and yellow color in Asian food.,foodb_scientific,1,curcuma longa,136217.0,42394.0,Turmeric,Herbs and Spices,Spices,FOOD00068
286,9812,295,308,curcuma longa,251,259,Curcumin,,"Curcumin, a natural compound extracted from Curcuma Longa L., is known for its anti-oxidant properties.",foodb_scientific,1,curcuma longa,136217.0,42394.0,Turmeric,Herbs and Spices,Spices,FOOD00068
287,9824,90,103,curcuma longa,0,8,Curcumin,,"Curcumin, bisdemethoxycurcumin and demethoxycurcumin are the main curcuminoids present in Curcuma longa L. and are known for their bioactivity.",foodb_scientific,1,curcuma longa,136217.0,42394.0,Turmeric,Herbs and Spices,Spices,FOOD00068
288,9831,146,159,curcuma longa,92,100,Curcumin,,Curcumin is an active principle of the perennial herb curcuma longa (commonly known as turmeric).,foodb_scientific,1,curcuma longa,136217.0,42394.0,Turmeric,Herbs and Spices,Spices,FOOD00068
289,10012,431,444,curcuma longa,371,379,Curcumin,,"Curcumin is a bioactive substance extracted from rhizome of Curcuma longa L. Its global market is expected to grow in the next few years, especially in the pharmaceutical industry, due to its numerous physiological and pharmacological properties.",foodb_scientific,1,curcuma longa,136217.0,42394.0,Turmeric,Herbs and Spices,Spices,FOOD00068
290,10143,60,73,curcuma longa,27,35,curcumin,,"Supra-nutritional doses of curcumin, derived from the spice Curcuma longa, have been proposed as a potential treatment of inflammation and metabolic disorders related to obesity.",foodb_scientific,1,curcuma longa,136217.0,42394.0,Turmeric,Herbs and Spices,Spices,FOOD00068
291,10929,64,77,curcuma longa,0,8,Curcumin,,"Curcumin (diferuloylmethane) is the yellow pigment in turmeric (Curcuma longa L.) that is widely used as a spice, food coloring (curry) and preservative.",foodb_scientific,1,curcuma longa,136217.0,42394.0,Turmeric,Herbs and Spices,Spices,FOOD00068
292,10938,17,30,curcuma longa,0,11,Curcuminoid,,Curcuminoid from Curcuma longa Linnaeus has been demonstrated to be effective in anti-cancer and anti-inflammation.,foodb_scientific,1,curcuma longa,136217.0,42394.0,Turmeric,Herbs and Spices,Spices,FOOD00068
293,11014,80,93,curcuma longa,0,8,Curcumin,,"Curcumin (diferuloymethane), a yellow colouring agent present in the rhizome of Curcuma longa Linn (Zingiberaceae), has been reported to possess anti-inflammatory, antioxidant, antimutagenic and anticarcinogenic activities.",foodb_scientific,1,curcuma longa,136217.0,42394.0,Turmeric,Herbs and Spices,Spices,FOOD00068
294,11213,82,95,curcuma longa,0,8,Curcumin,,"Curcumin, a lipophilic polyphenol derived from the rhizome of the plant turmeric (Curcuma longa), might be useful in the prevention and treatment of a number of degenerative brain disorders, including glioma multiforma and Alzheimer's disease.",foodb_scientific,1,curcuma longa,136217.0,42394.0,Turmeric,Herbs and Spices,Spices,FOOD00068
295,9105,303,321,physalis peruviana,4,60,3-O-beta-D-glucopyranosyl-(1-->6)-beta-D-glucopyranoside,,"The 3-O-beta-D-glucopyranosyl-(1-->6)-beta-D-glucopyranoside of ethyl 3-hydroxyoctanoate and the diastereomeric 3-O-alpha-L-arabinopyranosyl-(1-->6)-beta-D-glucopyranosides of (3R) and (3S)-butyl 3-hydroxybutanoate, respectively, were isolated by chromatographic methods from fruits of cape gooseberry (Physalis peruviana) harvested in Colombia.",foodb_scientific,1,physalis peruviana,,,,Fruits,Berries,FOOD00988
296,9173,133,150,allium fistulosum,6,42,unsaturated fatty acid monoglyceride,,"A new unsaturated fatty acid monoglyceride (1), glycerol mono-(E)-8,11,12-trihydroxy-9-octadecenoate, was isolated from the seeds of Allium fistulosum L. along with five known compounds: tianshic acid (2), 4-(2-formyl-5-hydroxymethylpyrrol-1-yl) butyric acid (3), p-hydroxybenzoic acid (4), vanillic acid (5), and daucosterol (6).",foodb_scientific,1,allium fistulosum,35875.0,185463.0,Welsh_onion,Herbs and Spices,Herbs,FOOD00241
