,index,food_start,food_end,food_text,chemical_start,chemical_end,chemical_text,chemical_id,sentence,supported_by,contains_relation,name,ncbi_taxonomy_id,itis_id,wikipedia_id,food_group,food_subgroup,foodb_public_id
2872,8294,672.0,676.0,nuts,593.0,602.0,serotonin,CIDs00005202,"it is the precursor for the serotonin synthesis and is naturally found in food such as turkey, cheese, and nuts.",butter|foodb_non_scientific,1,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2873,11122,233.0,237.0,nuts,4.0,16.0,sphingolipid,,"One sphingolipid, 1-O-beta-D-glucopyranosyl-(2S,3R,4E,8Z)-2-[(2R)-2-hydroxyhexadecanoylamino]-4,8-octadecadiene-1,3-diol, and four other constituents, beta-sitosterol, daucosterol, uridine, and adenosine, have been isolated from the nuts of almond (Prunus amygdalus).",butter|foodb_non_scientific,1,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2874,11123,233.0,237.0,nuts,18.0,120.0,"1-O-beta-D-glucopyranosyl-(2S,3R,4E,8Z)-2-[(2R)-2-hydroxyhexadecanoylamino]-4,8-octadecadiene-1,3-diol",,"One sphingolipid, 1-O-beta-D-glucopyranosyl-(2S,3R,4E,8Z)-2-[(2R)-2-hydroxyhexadecanoylamino]-4,8-octadecadiene-1,3-diol, and four other constituents, beta-sitosterol, daucosterol, uridine, and adenosine, have been isolated from the nuts of almond (Prunus amygdalus).",butter|foodb_non_scientific,1,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2875,11124,233.0,237.0,nuts,151.0,166.0,beta-sitosterol,CIDs00457801;CIDs00222284,"One sphingolipid, 1-O-beta-D-glucopyranosyl-(2S,3R,4E,8Z)-2-[(2R)-2-hydroxyhexadecanoylamino]-4,8-octadecadiene-1,3-diol, and four other constituents, beta-sitosterol, daucosterol, uridine, and adenosine, have been isolated from the nuts of almond (Prunus amygdalus).",butter|foodb_non_scientific,1,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2876,11125,233.0,237.0,nuts,168.0,179.0,daucosterol,CIDs05742590,"One sphingolipid, 1-O-beta-D-glucopyranosyl-(2S,3R,4E,8Z)-2-[(2R)-2-hydroxyhexadecanoylamino]-4,8-octadecadiene-1,3-diol, and four other constituents, beta-sitosterol, daucosterol, uridine, and adenosine, have been isolated from the nuts of almond (Prunus amygdalus).",butter|foodb_non_scientific,1,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2877,11126,233.0,237.0,nuts,181.0,188.0,uridine,,"One sphingolipid, 1-O-beta-D-glucopyranosyl-(2S,3R,4E,8Z)-2-[(2R)-2-hydroxyhexadecanoylamino]-4,8-octadecadiene-1,3-diol, and four other constituents, beta-sitosterol, daucosterol, uridine, and adenosine, have been isolated from the nuts of almond (Prunus amygdalus).",butter|foodb_non_scientific,1,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2878,11127,233.0,237.0,nuts,194.0,203.0,adenosine,,"One sphingolipid, 1-O-beta-D-glucopyranosyl-(2S,3R,4E,8Z)-2-[(2R)-2-hydroxyhexadecanoylamino]-4,8-octadecadiene-1,3-diol, and four other constituents, beta-sitosterol, daucosterol, uridine, and adenosine, have been isolated from the nuts of almond (Prunus amygdalus).",butter|foodb_non_scientific,1,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2879,12941,209.0,213.0,nuts,123.0,133.0,Flavonoids,,"Flavonoids represent a large class of phenolic compounds found in fruits, vegetables, nuts, grains, cocoa, tea, and other beverages.",butter|foodb_non_scientific,1,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2880,12942,209.0,213.0,nuts,161.0,169.0,phenolic,,"Flavonoids represent a large class of phenolic compounds found in fruits, vegetables, nuts, grains, cocoa, tea, and other beverages.",butter|foodb_non_scientific,1,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2881,15068,106.0,110.0,nuts,0.0,12.0,β-Sitosterol,,"β-Sitosterol (βSito) is the most abundant phytosterol found in elevated concentrations in vegetable oils, nuts, seeds, cereals, fruits, and in many phytosterol-enriched foods.",butter|foodb_non_scientific,1,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2882,15069,106.0,110.0,nuts,13.0,20.0,(βSito),,"β-Sitosterol (βSito) is the most abundant phytosterol found in elevated concentrations in vegetable oils, nuts, seeds, cereals, fruits, and in many phytosterol-enriched foods.",butter|foodb_non_scientific,1,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2883,15070,106.0,110.0,nuts,42.0,53.0,phytosterol,CIDs00222284,"β-Sitosterol (βSito) is the most abundant phytosterol found in elevated concentrations in vegetable oils, nuts, seeds, cereals, fruits, and in many phytosterol-enriched foods.",butter|foodb_non_scientific,1,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2884,4027,894.0,898.0,nuts,860.0,867.0,dioxins,,Well publicized incidents of chronic exposure to chemical contamination in the EU (e.g. dioxins in meat and mycotoxins in nuts) have required robust coordinated policy responses from the Commission.,butter|foodb_non_scientific,0,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2885,4251,207.0,211.0,nuts,0.0,11.0,Diphenamide,CIDs00013728,"Diphenamide, napropamide and metolachlor (FIG. 1) are selective, pre-emergence arylamide herbicides used to control the growth of annual grasses and broadleaf weeds in a variety of fields, e.g. fruit trees, nuts, corns, green crops, etc.",butter|foodb_non_scientific,0,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2886,4252,207.0,211.0,nuts,13.0,24.0,napropamide,CIDs00027189,"Diphenamide, napropamide and metolachlor (FIG. 1) are selective, pre-emergence arylamide herbicides used to control the growth of annual grasses and broadleaf weeds in a variety of fields, e.g. fruit trees, nuts, corns, green crops, etc.",butter|foodb_non_scientific,0,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2887,4253,207.0,211.0,nuts,29.0,40.0,metolachlor,CIDs00004169,"Diphenamide, napropamide and metolachlor (FIG. 1) are selective, pre-emergence arylamide herbicides used to control the growth of annual grasses and broadleaf weeds in a variety of fields, e.g. fruit trees, nuts, corns, green crops, etc.",butter|foodb_non_scientific,0,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2888,4254,207.0,211.0,nuts,42.0,45.0,FIG,,"Diphenamide, napropamide and metolachlor (FIG. 1) are selective, pre-emergence arylamide herbicides used to control the growth of annual grasses and broadleaf weeds in a variety of fields, e.g. fruit trees, nuts, corns, green crops, etc.",butter|foodb_non_scientific,0,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2889,4255,207.0,211.0,nuts,79.0,88.0,arylamide,,"Diphenamide, napropamide and metolachlor (FIG. 1) are selective, pre-emergence arylamide herbicides used to control the growth of annual grasses and broadleaf weeds in a variety of fields, e.g. fruit trees, nuts, corns, green crops, etc.",butter|foodb_non_scientific,0,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2890,7467,59.0,63.0,nuts,87.0,98.0,aflatoxin B,CIDs00186907,"In some environments, a number of crops, notably maize and nuts can be contaminated by aflatoxin B",butter|foodb_non_scientific,0,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2891,12394,203.0,207.0,nuts,183.0,193.0,aflatoxins,,It requires extremely high temperatures to eliminate aflatoxins from the nuts.,butter|foodb_non_scientific,0,nuts,,,Nut_(fruit),Nuts,Nuts,FOOD00869
2892,2773,34.0,42.0,chestnut,106.0,117.0,fatty acids,CIDs00000283,"Nuts, such as peanut, almond, and chestnut, are valuable food crops for humans being important sources of fatty acids, vitamins, minerals, and polyphenols.",butter|foodb_non_scientific,1,chestnut,21019.0,19451.0,Chestnut,Nuts,Nuts,FOOD00045
2893,2774,34.0,42.0,chestnut,143.0,154.0,polyphenols,,"Nuts, such as peanut, almond, and chestnut, are valuable food crops for humans being important sources of fatty acids, vitamins, minerals, and polyphenols.",butter|foodb_non_scientific,1,chestnut,21019.0,19451.0,Chestnut,Nuts,Nuts,FOOD00045
2894,3803,160.0,168.0,chestnut,54.0,62.0,cavoxone,,"Cavoxin is a tetrasubstituted phytotoxic chalcone and cavoxone is the corresponding chroman-4-one, both produced in vitro by Phoma cava, a fungus isolated from chestnut.",butter|foodb_non_scientific,1,chestnut,21019.0,19451.0,Chestnut,Nuts,Nuts,FOOD00045
2895,11079,139.0,147.0,chestnut,191.0,198.0,saponin,,"Japanese horse chestnut (seed of Aesculus turbinata) contains many saponin mixtures, called escins, and has been used for a long time as a traditional medicinal plant.",butter|foodb_non_scientific,1,chestnut,21019.0,19451.0,Chestnut,Nuts,Nuts,FOOD00045
2896,12381,32.0,40.0,chestnut,99.0,122.0,triterpenoidal saponins,,Natural seeds of Japanese horse chestnut (Aesculus turbinata Blume) contain large amounts of mixed triterpenoidal saponins called escins.,butter|foodb_non_scientific,1,chestnut,21019.0,19451.0,Chestnut,Nuts,Nuts,FOOD00045
2897,12400,34.0,42.0,chestnut,93.0,105.0,polyphenolic,,Seed shells of the Japanese horse chestnut (Aesculus turbinata BLUME) contain high levels of polyphenolic antioxidants.,butter|foodb_non_scientific,1,chestnut,21019.0,19451.0,Chestnut,Nuts,Nuts,FOOD00045
2898,9081,1174.0,1182.0,chestnut,1089.0,1097.0,nitrogen,,It was found that transportation fluxes of nitrogen in surface runoff from upland and vegetable plot were higher than that from chestnut orchard and bamboo forest which have significantly related to surface runoff volume.,butter|foodb_non_scientific,0,chestnut,21019.0,19451.0,Chestnut,Nuts,Nuts,FOOD00045
2899,2775,22.0,28.0,almond,106.0,117.0,fatty acids,CIDs00000283,"Nuts, such as peanut, almond, and chestnut, are valuable food crops for humans being important sources of fatty acids, vitamins, minerals, and polyphenols.",butter|foodb_non_scientific,1,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2900,2776,22.0,28.0,almond,143.0,154.0,polyphenols,,"Nuts, such as peanut, almond, and chestnut, are valuable food crops for humans being important sources of fatty acids, vitamins, minerals, and polyphenols.",butter|foodb_non_scientific,1,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2901,11116,241.0,247.0,almond,4.0,16.0,sphingolipid,,"One sphingolipid, 1-O-beta-D-glucopyranosyl-(2S,3R,4E,8Z)-2-[(2R)-2-hydroxyhexadecanoylamino]-4,8-octadecadiene-1,3-diol, and four other constituents, beta-sitosterol, daucosterol, uridine, and adenosine, have been isolated from the nuts of almond (Prunus amygdalus).",butter|foodb_non_scientific,1,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2902,11117,241.0,247.0,almond,18.0,120.0,"1-O-beta-D-glucopyranosyl-(2S,3R,4E,8Z)-2-[(2R)-2-hydroxyhexadecanoylamino]-4,8-octadecadiene-1,3-diol",,"One sphingolipid, 1-O-beta-D-glucopyranosyl-(2S,3R,4E,8Z)-2-[(2R)-2-hydroxyhexadecanoylamino]-4,8-octadecadiene-1,3-diol, and four other constituents, beta-sitosterol, daucosterol, uridine, and adenosine, have been isolated from the nuts of almond (Prunus amygdalus).",butter|foodb_non_scientific,1,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2903,11118,241.0,247.0,almond,151.0,166.0,beta-sitosterol,CIDs00457801;CIDs00222284,"One sphingolipid, 1-O-beta-D-glucopyranosyl-(2S,3R,4E,8Z)-2-[(2R)-2-hydroxyhexadecanoylamino]-4,8-octadecadiene-1,3-diol, and four other constituents, beta-sitosterol, daucosterol, uridine, and adenosine, have been isolated from the nuts of almond (Prunus amygdalus).",butter|foodb_non_scientific,1,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2904,11119,241.0,247.0,almond,168.0,179.0,daucosterol,CIDs05742590,"One sphingolipid, 1-O-beta-D-glucopyranosyl-(2S,3R,4E,8Z)-2-[(2R)-2-hydroxyhexadecanoylamino]-4,8-octadecadiene-1,3-diol, and four other constituents, beta-sitosterol, daucosterol, uridine, and adenosine, have been isolated from the nuts of almond (Prunus amygdalus).",butter|foodb_non_scientific,1,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2905,11120,241.0,247.0,almond,181.0,188.0,uridine,,"One sphingolipid, 1-O-beta-D-glucopyranosyl-(2S,3R,4E,8Z)-2-[(2R)-2-hydroxyhexadecanoylamino]-4,8-octadecadiene-1,3-diol, and four other constituents, beta-sitosterol, daucosterol, uridine, and adenosine, have been isolated from the nuts of almond (Prunus amygdalus).",butter|foodb_non_scientific,1,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2906,11121,241.0,247.0,almond,194.0,203.0,adenosine,,"One sphingolipid, 1-O-beta-D-glucopyranosyl-(2S,3R,4E,8Z)-2-[(2R)-2-hydroxyhexadecanoylamino]-4,8-octadecadiene-1,3-diol, and four other constituents, beta-sitosterol, daucosterol, uridine, and adenosine, have been isolated from the nuts of almond (Prunus amygdalus).",butter|foodb_non_scientific,1,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2907,15228,222.0,228.0,almond,8.0,31.0,prenylated benzoic acid,,"One new prenylated benzoic acid derivative, 3-prenyl-4-O-beta-D-glucopyranosyloxy-4-hydroxylbenzoic acid, and three known constituents, catechin, protocatechuic acid, and ursolic acid, have been isolated from the hulls of almond (Prunus amygdalus).",butter|foodb_non_scientific,1,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2908,15229,222.0,228.0,almond,44.0,104.0,3-prenyl-4-O-beta-D-glucopyranosyloxy-4-hydroxylbenzoic acid,,"One new prenylated benzoic acid derivative, 3-prenyl-4-O-beta-D-glucopyranosyloxy-4-hydroxylbenzoic acid, and three known constituents, catechin, protocatechuic acid, and ursolic acid, have been isolated from the hulls of almond (Prunus amygdalus).",butter|foodb_non_scientific,1,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2909,15230,222.0,228.0,almond,136.0,144.0,catechin,CIDs00001203,"One new prenylated benzoic acid derivative, 3-prenyl-4-O-beta-D-glucopyranosyloxy-4-hydroxylbenzoic acid, and three known constituents, catechin, protocatechuic acid, and ursolic acid, have been isolated from the hulls of almond (Prunus amygdalus).",butter|foodb_non_scientific,1,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2910,15231,222.0,228.0,almond,146.0,165.0,protocatechuic acid,CIDs00000072,"One new prenylated benzoic acid derivative, 3-prenyl-4-O-beta-D-glucopyranosyloxy-4-hydroxylbenzoic acid, and three known constituents, catechin, protocatechuic acid, and ursolic acid, have been isolated from the hulls of almond (Prunus amygdalus).",butter|foodb_non_scientific,1,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2911,15232,222.0,228.0,almond,171.0,183.0,ursolic acid,CIDs13073350;CIDs00064945;CIDs00010296,"One new prenylated benzoic acid derivative, 3-prenyl-4-O-beta-D-glucopyranosyloxy-4-hydroxylbenzoic acid, and three known constituents, catechin, protocatechuic acid, and ursolic acid, have been isolated from the hulls of almond (Prunus amygdalus).",butter|foodb_non_scientific,1,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2912,17543,0.0,6.0,almond,137.0,148.0,fatty acids,CIDs00000283,"Almond is one of the most commonly consumed nuts worldwide, with health benefits associated with availability of bioactive compounds and fatty acids.",butter|foodb_non_scientific,1,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2913,850,16.0,22.0,almond,60.0,61.0,N,,The enzyme from almond that catalyzes the hydrolysis of the N-glycosidic linkage between asparagine and the oligosaccharide chain of glycopeptides and glycoproteins has been variously termed an N-glycosidase and an amidase enzyme.,butter|foodb_non_scientific,0,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2914,851,16.0,22.0,almond,89.0,99.0,asparagine,,The enzyme from almond that catalyzes the hydrolysis of the N-glycosidic linkage between asparagine and the oligosaccharide chain of glycopeptides and glycoproteins has been variously termed an N-glycosidase and an amidase enzyme.,butter|foodb_non_scientific,0,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2915,2380,85.0,91.0,almond,69.0,78.0,amygdalin,CIDs00656516,Chromatographic examination has shown that the enzymic hydrolysis of amygdalin by an almond beta-glucosidase preparation proceeds consecutively: amygdalin was hydrolysed to prunasin and glucose; prunasin to mandelonitrile and glucose; mandelonitrile to benzaldehyde and hydrocyanic acid.,butter|foodb_non_scientific,0,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2916,2382,85.0,91.0,almond,173.0,181.0,prunasin,CIDs00119033,Chromatographic examination has shown that the enzymic hydrolysis of amygdalin by an almond beta-glucosidase preparation proceeds consecutively: amygdalin was hydrolysed to prunasin and glucose; prunasin to mandelonitrile and glucose; mandelonitrile to benzaldehyde and hydrocyanic acid.,butter|foodb_non_scientific,0,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2917,2383,85.0,91.0,almond,186.0,193.0,glucose,CIDs53782692;CIDs10954115;CIDs00005793,Chromatographic examination has shown that the enzymic hydrolysis of amygdalin by an almond beta-glucosidase preparation proceeds consecutively: amygdalin was hydrolysed to prunasin and glucose; prunasin to mandelonitrile and glucose; mandelonitrile to benzaldehyde and hydrocyanic acid.,butter|foodb_non_scientific,0,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2918,2385,85.0,91.0,almond,207.0,221.0,mandelonitrile,CIDs00010758,Chromatographic examination has shown that the enzymic hydrolysis of amygdalin by an almond beta-glucosidase preparation proceeds consecutively: amygdalin was hydrolysed to prunasin and glucose; prunasin to mandelonitrile and glucose; mandelonitrile to benzaldehyde and hydrocyanic acid.,butter|foodb_non_scientific,0,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2919,2388,85.0,91.0,almond,253.0,265.0,benzaldehyde,CIDs00000240,Chromatographic examination has shown that the enzymic hydrolysis of amygdalin by an almond beta-glucosidase preparation proceeds consecutively: amygdalin was hydrolysed to prunasin and glucose; prunasin to mandelonitrile and glucose; mandelonitrile to benzaldehyde and hydrocyanic acid.,butter|foodb_non_scientific,0,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2920,2389,85.0,91.0,almond,270.0,286.0,hydrocyanic acid,CIDs00000768;CIDs00000540,Chromatographic examination has shown that the enzymic hydrolysis of amygdalin by an almond beta-glucosidase preparation proceeds consecutively: amygdalin was hydrolysed to prunasin and glucose; prunasin to mandelonitrile and glucose; mandelonitrile to benzaldehyde and hydrocyanic acid.,butter|foodb_non_scientific,0,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2921,4998,399.0,405.0,almond,308.0,320.0,chlorpyrifos,CIDs00002730,"To guide this effort, crops treated with chlorpyrifos in the vicinity of contaminated streams were identified; walnut, alfalfa, and almond were the primary crops identified.",butter|foodb_non_scientific,0,almond,3755.0,24775.0,Prunus_dulcis,Nuts,Nuts,FOOD00148
2922,3268,149.0,157.0,broccoli,0.0,12.0,Sulforaphane,CIDs00005350,"Sulforaphane is a powerful anticancer compound, found naturally in food, which comes from the hydrolysis of glucoraphanin, the main glucosinolate of broccoli.",butter|foodb_non_scientific,1,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2923,3269,149.0,157.0,broccoli,108.0,121.0,glucoraphanin,CIDs00656556,"Sulforaphane is a powerful anticancer compound, found naturally in food, which comes from the hydrolysis of glucoraphanin, the main glucosinolate of broccoli.",butter|foodb_non_scientific,1,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2924,3270,149.0,157.0,broccoli,132.0,145.0,glucosinolate,,"Sulforaphane is a powerful anticancer compound, found naturally in food, which comes from the hydrolysis of glucoraphanin, the main glucosinolate of broccoli.",butter|foodb_non_scientific,1,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2925,4746,170.0,178.0,broccoli,98.0,101.0,SFN,,"SFN is a phytochemical commonly found in cruciferous vegetables such as broccoli, brussels sprouts and cabbages.",butter|foodb_non_scientific,1,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2926,5833,90.0,98.0,broccoli,0.0,10.0,Kaempferol,CIDs05280863,"Kaempferol is a flavonoid that occurs in tea and in many vegetables and fruits, including broccoli, cabbage, beans, grapes, apples, and strawberries.",butter|foodb_non_scientific,1,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2927,5834,90.0,98.0,broccoli,16.0,25.0,flavonoid,,"Kaempferol is a flavonoid that occurs in tea and in many vegetables and fruits, including broccoli, cabbage, beans, grapes, apples, and strawberries.",butter|foodb_non_scientific,1,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2928,6095,787.0,795.0,broccoli,701.0,709.0,Luteolin,CIDs05280445,"Luteolin is an important flavone, which is found in several plant products, including broccoli, pepper, thyme, and celery.",butter|foodb_non_scientific,1,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2929,6096,787.0,795.0,broccoli,726.0,733.0,flavone,,"Luteolin is an important flavone, which is found in several plant products, including broccoli, pepper, thyme, and celery.",butter|foodb_non_scientific,1,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2930,8358,195.0,203.0,broccoli,139.0,143.0,DMTS,CIDs00019310,"DMTS is a sulfur-based molecule found in garlic, onion, broccoli, and similar plants.",butter|foodb_non_scientific,1,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2931,8359,195.0,203.0,broccoli,149.0,155.0,sulfur,CIDs00000402,"DMTS is a sulfur-based molecule found in garlic, onion, broccoli, and similar plants.",butter|foodb_non_scientific,1,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2932,9188,268.0,276.0,broccoli,163.0,166.0,ITC,,"This naturally occurring isothiocyanate (ITC) and its analogs are the main components of cruciferous vegetables, such as cauliflower, watercress, broccoli, cabbage, Brussels sprouts, widely used as chemopreventive agents.",butter|foodb_non_scientific,1,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2933,10805,804.0,812.0,broccoli,913.0,927.0,glucosinolates,,"Crucifers, such as broccoli, cauliflower, brussel sprouts and cabbage, contain a family of secondary plant metabolites known as glucosinolates, which are unique to these vegetables.",butter|foodb_non_scientific,1,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2934,11506,86.0,94.0,broccoli,0.0,12.0,Sulforaphane,CIDs00005350,Sulforaphane is a redox-active natural product present in cruciferous vegetables like broccoli.,butter|foodb_non_scientific,1,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2935,12390,386.0,394.0,broccoli,286.0,296.0,Kaempferol,CIDs05280863,"Kaempferol is a major flavonoid aglycone found in many natural products, such as beans, bee pollen, broccoli, cabbage, capers, cauliflower, chia seeds, chives, cumin, moringa leaves, endive, fennel, and garlic.",butter|foodb_non_scientific,1,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2936,12391,386.0,394.0,broccoli,308.0,317.0,flavonoid,,"Kaempferol is a major flavonoid aglycone found in many natural products, such as beans, bee pollen, broccoli, cabbage, capers, cauliflower, chia seeds, chives, cumin, moringa leaves, endive, fennel, and garlic.",butter|foodb_non_scientific,1,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2937,14864,109.0,117.0,broccoli,0.0,8.0,Sinigrin,CIDs00656569,"Sinigrin is a major component of cruciferous vegetables such as cabbage, Brussels sprout, mustard greens and broccoli.",butter|foodb_non_scientific,1,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2938,14919,927.0,935.0,broccoli,978.0,986.0,selenium,CIDs06326970,"Some hydrobionts, liver, kidney, meal, corn and garlic, onion, cabbage, broccoli are dietary products with high content of selenium.",butter|foodb_non_scientific,1,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2939,2298,16.0,24.0,broccoli,26.0,41.0,isothiocyanates,,"After consuming broccoli, isothiocyanates can be produced by the hydrolytic action of myrosinase from plant and/or microbiota.",butter|foodb_non_scientific,0,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2940,3247,268.0,276.0,broccoli,282.0,284.0,Se,,"Broccoli is a Se-accumulating plant that contains many methylated forms of Se, and Se bioavailability from broccoli has been reported to be low.",butter|foodb_non_scientific,0,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2941,12617,0.0,8.0,broccoli,119.0,130.0,chlorophyll,CIDs06433192,Broccoli is a highly perishable vegetable that shows enhanced postharvest senescence and intense de-greening caused by chlorophyll degradation.,butter|foodb_non_scientific,0,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2942,16344,626.0,634.0,broccoli,575.0,581.0,sulfur,CIDs00000402,"One group was currently feeding a milk-based formula whereas the other was feeding a protein hydrolysate formula, a particularly unpleasant tasting formula to adults that contains similar flavor notes (e.g., sulfur volatiles) with Brassica vegetables such as broccoli.",butter|foodb_non_scientific,0,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2943,16699,491.0,499.0,broccoli,421.0,427.0,dioxin,CIDs00015625;CIDs00078968,"Synthetic toxins such as dioxin are compared to natural chemicals, such as indole carbinol (in broccoli) and ethanol.",butter|foodb_non_scientific,0,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2944,16700,491.0,499.0,broccoli,471.0,486.0,indole carbinol,CIDs00003712,"Synthetic toxins such as dioxin are compared to natural chemicals, such as indole carbinol (in broccoli) and ethanol.",butter|foodb_non_scientific,0,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2945,16701,491.0,499.0,broccoli,505.0,512.0,ethanol,CIDs00000702,"Synthetic toxins such as dioxin are compared to natural chemicals, such as indole carbinol (in broccoli) and ethanol.",butter|foodb_non_scientific,0,broccoli,36774.0,530961.0,Broccoli,Vegetables,Cabbages,FOOD00034
2946,3636,0.0,7.0,ginseng,99.0,107.0,saponins,,Ginseng is a traditional medicinal herb commonly consumed world-wide owing to its unique family of saponins called ginsenosides.,butter|foodb_non_scientific,1,ginseng,4054.0,29398.0,Ginseng,Herbs and Spices,Spices,FOOD00219
2947,3637,0.0,7.0,ginseng,115.0,127.0,ginsenosides,,Ginseng is a traditional medicinal herb commonly consumed world-wide owing to its unique family of saponins called ginsenosides.,butter|foodb_non_scientific,1,ginseng,4054.0,29398.0,Ginseng,Herbs and Spices,Spices,FOOD00219
2948,3772,75.0,82.0,ginseng,0.0,18.0,Dammarane steroids,,Dammarane steroids (DS) are a class of chemical compounds present in Panax ginseng.,butter|foodb_non_scientific,1,ginseng,4054.0,29398.0,Ginseng,Herbs and Spices,Spices,FOOD00219
2949,6359,9.0,16.0,ginseng,87.0,98.0,ginsenoside,CIDs00441923,"American ginseng (Panax quinquefolius L.) has recognized neurocognitive effects, and a ginsenoside-rich extract of the root of the plant has been shown to improve cognitive functions in young adults.",butter|foodb_non_scientific,1,ginseng,4054.0,29398.0,Ginseng,Herbs and Spices,Spices,FOOD00219
2950,7809,112.0,119.0,ginseng,0.0,12.0,Ginsenosides,,"Ginsenosides, which contain one triterpene and one or more sugar moieties, are the major bioactive compounds of ginseng.",butter|foodb_non_scientific,1,ginseng,4054.0,29398.0,Ginseng,Herbs and Spices,Spices,FOOD00219
